order_id,customer_id,product_id,quantity,order_date,order_ts
20260823000,2,4,2,2026-08-23,2026-08-23T00:04:00
20260823001,46,1,2,2026-08-23,2026-08-23T02:57:00
20260823002,3,6,1,2026-08-23,2026-08-23T16:15:00
20260823003,18,8,2,2026-08-23,2026-08-23T17:08:00
20260823004,47,8,2,2026-08-23,2026-08-23T15:51:00
20260823005,27,4,1,2026-08-23,2026-08-23T03:42:00
20260823006,28,6,4,2026-08-23,2026-08-23T13:29:00
20260823007,47,1,1,2026-08-23,2026-08-23T01:25:00
20260823008,47,6,1,2026-08-23,2026-08-23T07:12:00
20260823009,13,8,2,2026-08-23,2026-08-23T13:11:00
20260823010,18,8,2,2026-08-23,2026-08-23T02:28:00
20260823011,36,2,1,2026-08-23,2026-08-23T20:34:00
20260823012,1,2,2,2026-08-23,2026-08-23T05:26:00
20260823013,32,8,2,2026-08-23,2026-08-23T12:57:00
20260823014,4,3,4,2026-08-23,2026-08-23T00:24:00
20260823015,17,8,3,2026-08-23,2026-08-23T13:44:00
20260823016,47,8,2,2026-08-23,2026-08-23T06:18:00
20260823017,14,1,1,2026-08-23,2026-08-23T23:20:00
20260823018,4,1,4,2026-08-23,2026-08-23T16:58:00
20260823019,34,3,1,2026-08-23,2026-08-23T16:05:00
20260823020,12,2,1,2026-08-23,2026-08-23T21:55:00
20260823021,16,7,1,2026-08-23,2026-08-23T18:15:00
20260823022,38,1,1,2026-08-23,2026-08-23T13:42:00
20260823023,38,6,3,2026-08-23,2026-08-23T06:42:00
20260823024,46,6,2,2026-08-23,2026-08-23T08:25:00
20260823025,9,5,4,2026-08-23,2026-08-23T10:59:00
20260823026,49,2,1,2026-08-23,2026-08-23T14:39:00
20260823027,37,2,1,2026-08-23,2026-08-23T17:13:00
20260823028,33,5,2,2026-08-23,2026-08-23T11:56:00
20260823029,5,4,3,2026-08-23,2026-08-23T09:10:00
20260823030,29,5,1,2026-08-23,2026-08-23T21:52:00
20260823031,36,5,1,2026-08-23,2026-08-23T04:16:00
20260823032,8,2,2,2026-08-23,2026-08-23T08:18:00
20260823033,39,4,3,2026-08-23,2026-08-23T06:43:00
20260823034,41,5,4,2026-08-23,2026-08-23T08:57:00
20260823035,4,2,4,2026-08-23,2026-08-23T08:02:00
20260823036,1,6,2,2026-08-23,2026-08-23T20:16:00
20260823037,11,8,4,2026-08-23,2026-08-23T17:00:00
20260823038,8,2,2,2026-08-23,2026-08-23T17:02:00
20260823039,24,3,4,2026-08-23,2026-08-23T04:02:00
20260823040,20,6,1,2026-08-23,2026-08-23T11:13:00
20260823041,44,4,1,2026-08-23,2026-08-23T11:49:00
20260823042,36,7,2,2026-08-23,2026-08-23T07:55:00
20260823043,11,3,4,2026-08-23,2026-08-23T00:11:00
20260823044,48,6,4,2026-08-23,2026-08-23T21:55:00
20260823045,48,4,3,2026-08-23,2026-08-23T05:50:00
20260823046,45,2,4,2026-08-23,2026-08-23T01:54:00
20260823047,31,4,2,2026-08-23,2026-08-23T14:22:00
20260823048,20,4,2,2026-08-23,2026-08-23T00:42:00
20260823049,13,7,3,2026-08-23,2026-08-23T08:55:00
20260823050,5,5,3,2026-08-23,2026-08-23T20:32:00
20260823051,26,6,1,2026-08-23,2026-08-23T03:56:00
20260823052,17,3,3,2026-08-23,2026-08-23T01:06:00
20260823053,39,7,3,2026-08-23,2026-08-23T23:50:00
20260823054,21,7,1,2026-08-23,2026-08-23T12:57:00
20260823055,37,4,3,2026-08-23,2026-08-23T01:45:00
20260823056,28,1,2,2026-08-23,2026-08-23T11:27:00
20260823057,5,6,3,2026-08-23,2026-08-23T21:54:00
20260823058,8,5,3,2026-08-23,2026-08-23T21:26:00
20260823059,21,7,3,2026-08-23,2026-08-23T17:08:00
20260823060,13,7,4,2026-08-23,2026-08-23T21:47:00
20260823061,12,5,4,2026-08-23,2026-08-23T17:53:00
20260823062,1,5,3,2026-08-23,2026-08-23T06:27:00
20260823063,38,6,4,2026-08-23,2026-08-23T14:28:00
20260823064,44,4,4,2026-08-23,2026-08-23T23:10:00
20260823065,43,2,3,2026-08-23,2026-08-23T16:42:00
20260823066,41,6,1,2026-08-23,2026-08-23T07:43:00
20260823067,20,4,2,2026-08-23,2026-08-23T04:01:00
20260823068,3,4,4,2026-08-23,2026-08-23T19:54:00
20260823069,50,2,4,2026-08-23,2026-08-23T13:56:00
20260823070,41,4,4,2026-08-23,2026-08-23T15:25:00
20260823071,16,3,1,2026-08-23,2026-08-23T03:49:00
20260823072,28,4,2,2026-08-23,2026-08-23T22:33:00
20260823073,30,1,2,2026-08-23,2026-08-23T03:29:00
20260823074,9,8,3,2026-08-23,2026-08-23T14:39:00
20260823075,47,7,4,2026-08-23,2026-08-23T05:47:00
20260823076,31,8,3,2026-08-23,2026-08-23T07:53:00
20260823077,41,5,4,2026-08-23,2026-08-23T20:15:00
20260823078,18,8,1,2026-08-23,2026-08-23T22:18:00
20260823079,16,5,3,2026-08-23,2026-08-23T10:57:00
20260823080,35,2,2,2026-08-23,2026-08-23T04:14:00
20260823081,25,3,2,2026-08-23,2026-08-23T02:26:00
20260823082,27,6,4,2026-08-23,2026-08-23T13:03:00
20260823083,14,7,4,2026-08-23,2026-08-23T18:44:00
20260823084,2,7,4,2026-08-23,2026-08-23T00:22:00
20260823085,20,7,4,2026-08-23,2026-08-23T17:47:00
20260823086,48,4,4,2026-08-23,2026-08-23T07:17:00
20260823087,28,8,1,2026-08-23,2026-08-23T12:21:00
20260823088,43,7,2,2026-08-23,2026-08-23T14:58:00
20260823089,9,1,4,2026-08-23,2026-08-23T18:36:00
20260823090,43,1,1,2026-08-23,2026-08-23T20:27:00
20260823091,9,8,2,2026-08-23,2026-08-23T01:16:00
20260823092,25,6,2,2026-08-23,2026-08-23T14:20:00
20260823093,22,7,3,2026-08-23,2026-08-23T13:16:00
20260823094,6,8,1,2026-08-23,2026-08-23T23:34:00
20260823095,4,6,2,2026-08-23,2026-08-23T20:04:00
20260823096,50,1,1,2026-08-23,2026-08-23T07:12:00
20260823097,2,3,2,2026-08-23,2026-08-23T04:30:00
20260823098,43,2,2,2026-08-23,2026-08-23T14:44:00
20260823099,17,6,2,2026-08-23,2026-08-23T19:38:00
20260823100,48,2,2,2026-08-23,2026-08-23T09:06:00
20260823101,38,1,3,2026-08-23,2026-08-23T18:43:00
20260823102,25,7,2,2026-08-23,2026-08-23T02:37:00
20260823103,45,4,1,2026-08-23,2026-08-23T22:49:00
20260823104,20,2,1,2026-08-23,2026-08-23T11:34:00
20260823105,28,6,1,2026-08-23,2026-08-23T16:41:00
20260823106,22,1,4,2026-08-23,2026-08-23T15:06:00
20260823107,28,6,4,2026-08-23,2026-08-23T22:09:00
20260823108,28,3,3,2026-08-23,2026-08-23T19:51:00
20260823109,35,8,4,2026-08-23,2026-08-23T13:52:00
20260823110,47,5,3,2026-08-23,2026-08-23T07:53:00
20260823111,6,5,4,2026-08-23,2026-08-23T07:48:00
20260823112,30,7,3,2026-08-23,2026-08-23T00:31:00
20260823113,21,3,4,2026-08-23,2026-08-23T06:22:00
20260823114,17,6,3,2026-08-23,2026-08-23T19:44:00
20260823115,18,1,2,2026-08-23,2026-08-23T02:15:00
20260823116,47,7,4,2026-08-23,2026-08-23T17:48:00
20260823117,16,8,4,2026-08-23,2026-08-23T14:50:00
20260823118,2,2,3,2026-08-23,2026-08-23T07:25:00
20260823119,45,4,3,2026-08-23,2026-08-23T21:37:00
20260823120,24,8,3,2026-08-23,2026-08-23T13:47:00
20260823121,36,6,3,2026-08-23,2026-08-23T22:29:00
20260823122,18,5,3,2026-08-23,2026-08-23T07:07:00
20260823123,47,4,3,2026-08-23,2026-08-23T03:47:00
20260823124,35,3,2,2026-08-23,2026-08-23T06:47:00
20260823125,31,5,3,2026-08-23,2026-08-23T03:53:00
20260823126,13,5,2,2026-08-23,2026-08-23T11:11:00
20260823127,20,1,2,2026-08-23,2026-08-23T08:02:00
20260823128,4,5,2,2026-08-23,2026-08-23T20:55:00
20260823129,49,8,1,2026-08-23,2026-08-23T00:36:00
20260823130,19,8,4,2026-08-23,2026-08-23T14:21:00
20260823131,12,1,3,2026-08-23,2026-08-23T15:07:00
20260823132,5,7,4,2026-08-23,2026-08-23T02:36:00
20260823133,41,1,2,2026-08-23,2026-08-23T04:51:00
20260823134,37,5,1,2026-08-23,2026-08-23T07:07:00
20260823135,36,7,2,2026-08-23,2026-08-23T16:24:00
20260823136,29,8,3,2026-08-23,2026-08-23T18:27:00
20260823137,20,1,1,2026-08-23,2026-08-23T06:40:00
20260823138,14,5,1,2026-08-23,2026-08-23T05:15:00
20260823139,12,2,2,2026-08-23,2026-08-23T00:26:00
20260823140,29,8,3,2026-08-23,2026-08-23T01:14:00
20260823141,19,5,4,2026-08-23,2026-08-23T02:43:00
20260823142,15,5,2,2026-08-23,2026-08-23T13:07:00
20260823143,35,4,2,2026-08-23,2026-08-23T08:52:00
20260823144,10,2,1,2026-08-23,2026-08-23T05:50:00
20260823145,20,5,4,2026-08-23,2026-08-23T03:29:00
20260823146,45,5,4,2026-08-23,2026-08-23T08:32:00
20260823147,35,8,4,2026-08-23,2026-08-23T02:38:00
20260823148,3,7,3,2026-08-23,2026-08-23T19:16:00
20260823149,2,2,2,2026-08-23,2026-08-23T21:53:00
